,fighter,country,age,weightClass,wins,loses,draws,tko wins,tko lose,subs win,subs lose,total
19008,Yuya Shirai,JAPAN,38.0,Welterweight,2,6,1,1,2,1,1,9
19009,Jessamyn Duke,USA,32.0,Women's Bantamweight,3,5,0,1,2,1,1,8
19010,Rory Singer,USA,42.0,Middleweight,3,4,0,1,3,1,1,7
19016,Sammy Morgan,USA,36.0,Welterweight,2,8,0,1,5,1,1,10
19017,Oleg Borisov,RUSSIA,35.0,Bantamweight,20,3,1,10,0,1,1,24
19018,Marcio Alexandre Jr.,BRAZIL,29.0,Welterweight,11,3,0,10,0,1,1,14
19019,Alex Nicholson,USA,28.0,Heavyweight,11,5,0,10,2,1,1,16
19020,Alan Jouban,USA,36.0,Welterweight,16,6,0,10,3,1,1,22
19021,Volkan Oezdemir,SWITZERLAND,28.0,Light Heavyweight,15,2,0,11,1,1,1,17
19022,Henrique da Silva,BRAZIL,28.0,Light Heavyweight,12,4,0,11,2,1,1,16
19023,Rogerio Matias da Conceicao,BRAZIL,32.0,Lightweight,13,3,0,12,1,1,1,16
19024,Patricky Freire,BRAZIL,32.0,Lightweight,19,8,0,12,2,1,1,27
19026,Junior dos Santos,BRAZIL,34.0,Heavyweight,18,5,0,13,3,1,1,23
19027,Chuck Liddell,USA,48.0,Light Heavyweight,21,8,0,13,6,1,1,29
19028,Douglas Silva de Andrade,BRAZIL,32.0,Bantamweight,25,2,0,19,0,1,1,27
19029,Elias Garcia,USA,32.0,Bantamweight,5,2,0,2,0,1,1,7
19030,Tevin Cooke,USA,25.0,Featherweight,4,1,0,2,0,1,1,5
19032,Alexander Peduson,RUSSIA,25.0,Featherweight,3,2,0,2,0,1,1,5
19034,Jimmy Jones,USA,31.0,Featherweight,4,4,0,2,0,1,1,8
19035,Hu Yaozong,CHINA,23.0,Heavyweight,3,1,0,2,0,1,1,4
19039,Gina Mazany,USA,29.0,Women's Bantamweight,5,2,0,2,0,1,1,7
19046,Jeff Peterson,USA,28.0,Lightweight,9,7,0,2,3,1,1,16
19048,Matt Van Buren,USA,32.0,Light Heavyweight,6,5,0,2,4,1,1,11
19049,Joey Villasenor,USA,42.0,Middleweight,7,9,0,2,4,1,1,16
19050,Lucio Linhares,BRAZIL,44.0,Welterweight,4,7,0,2,5,1,1,11
19052,Genair da Silva,BRAZIL,34.0,Featherweight,4,2,0,3,0,1,1,6
19053,Guangyou Ning,CHINA,36.0,Featherweight,5,4,1,3,0,1,1,10
19054,Ryuichi Miki,JAPAN,35.0,Flyweight,19,10,4,3,0,1,1,33
19055,Anatpong Bunrad,THAILAND,32.0,Flyweight,5,4,0,3,0,1,1,9
19056,Koetsu Okazaki,JAPAN,38.0,Flyweight,10,5,1,3,0,1,1,16
19059,Jessica Eye,USA,31.0,Women's Flyweight,13,6,0,3,0,1,1,19
19060,Arnold Berdon,USA,27.0,Bantamweight,6,2,0,3,1,1,1,8
19061,Devin Clark,USA,28.0,Light Heavyweight,9,2,0,3,1,1,1,11
19064,Phil Hawes,USA,29.0,Middleweight,4,2,0,3,1,1,1,6
19066,Andrew Craig,USA,32.0,Welterweight,9,4,0,3,1,1,1,13
19067,Kosuke Suzuki,JAPAN,33.0,Flyweight,10,4,2,3,2,1,1,16
19068,Brock Lesnar,USA,40.0,Heavyweight,5,3,0,3,2,1,1,8
19070,Dave Marfone,USA,31.0,Welterweight,5,3,0,3,2,1,1,8
19071,Alida Gray,USA,41.0,Women's Strawweight,4,3,0,3,2,1,1,7
19073,Brandon Phillips,USA,28.0,Featherweight,6,3,0,4,0,1,1,9
19074,CJ Hamilton,USA,31.0,Flyweight,11,6,0,4,0,1,1,17
19077,Brian Melancon,USA,36.0,Welterweight,7,3,0,4,0,1,1,10
19078,Helena Kolesnyk,UKRAINE,28.0,Women's Featherweight,5,1,0,4,0,1,1,6
19080,Richard Walsh,AUSTRALIA,29.0,Welterweight,9,5,0,4,1,1,1,14
19081,Julia Budd,CANADA,34.0,Women's Featherweight,11,2,0,4,1,1,1,13
19082,Yusuke Kawanago,JAPAN,35.0,Featherweight,13,5,2,4,2,1,1,20
19083,Igor Subora,UKRAINE,38.0,Heavyweight,6,3,0,4,2,1,1,9
19084,Tim Wilde,ENGLAND,30.0,Lightweight,9,3,0,4,2,1,1,12
19087,Jonathan Goulet,CANADA,38.0,Welterweight,7,6,0,4,5,1,1,13
19088,Danny Downes,USA,32.0,Lightweight,8,3,0,5,0,1,1,11
19089,Robert Watley,USA,28.0,Lightweight,11,1,0,5,0,1,1,12
19090,Rex Harris,USA,35.0,Middleweight,10,3,0,5,0,1,1,13
19091,Mauricio Alonso,BRAZIL,38.0,Welterweight,13,7,0,5,0,1,1,20
19092,Justin Lawrence,USA,28.0,Featherweight,11,5,0,5,1,1,1,16
19093,Jamelle Jones,USA,30.0,Light Heavyweight,7,5,0,5,2,1,1,12
19095,Alexey Makhno,RUSSIA,28.0,Lightweight,13,5,0,5,3,1,1,18
19097,Jose Otavio dos Santos Lacerda,BRAZIL,34.0,Heavyweight,9,5,0,5,4,1,1,14
19099,Tim Gorman,USA,35.0,Bantamweight,8,4,0,6,0,1,1,12
19100,Ricky Simon,USA,25.0,Bantamweight,13,1,0,6,0,1,1,14
19101,Raoni Barcelos,BRAZIL,33.0,Featherweight,11,1,0,6,0,1,1,12
19102,Marc Diakiese,ENGLAND,25.0,Lightweight,12,2,0,6,0,1,1,14
19103,Yoislandy Izquierdo,USA,34.0,Lightweight,9,2,0,6,0,1,1,11
19105,Kamaru Usman,NIGERIA,30.0,Welterweight,13,1,0,6,0,1,1,14
19107,Zubaira Tukhugov,RUSSIA,27.0,Featherweight,17,4,0,6,1,1,1,21
19108,Felipe Silva,BRAZIL,33.0,Lightweight,8,2,0,6,1,1,1,10
19110,Ron Sparks,USA,43.0,Heavyweight,8,3,0,6,2,1,1,11
19111,William Macario,BRAZIL,26.0,Welterweight,8,3,0,6,2,1,1,11
19112,Cathal Pendred,IRELAND,30.0,Welterweight,17,4,1,6,2,1,1,22
19113,Spencer Jebb,CANADA,28.0,Welterweight,9,4,0,6,3,1,1,13
19114,Bola Omoyele,ENGLAND,36.0,Welterweight,7,4,0,6,3,1,1,11
19115,Dominick Cruz,USA,32.0,Bantamweight,22,2,0,7,0,1,1,24
19116,Josh Clark,USA,33.0,Light Heavyweight,9,4,0,7,0,1,1,13
19117,Aleksandar Rakic,AUSTRIA,26.0,Light Heavyweight,9,1,0,7,0,1,1,10
19118,Thanh Le,USA,32.0,Featherweight,8,2,0,7,1,1,1,10
19120,Juan Archuleta,USA,30.0,Featherweight,18,1,0,8,0,1,1,19
19121,Yui Chul Nam,SOUTH KOREA,36.0,Featherweight,18,6,1,8,0,1,1,25
19122,Amir Khan,SINGAPORE,23.0,Lightweight,10,3,0,8,0,1,1,13
19123,Mike Pierce,USA,37.0,Welterweight,17,7,0,8,0,1,1,24
19125,Michal Oleksiejczuk,POLAND,23.0,Light Heavyweight,13,2,0,8,1,1,1,15
19126,Chris Lozano,USA,35.0,Middleweight,10,4,0,8,1,1,1,14
19127,Leonardo Mafra,BRAZIL,29.0,Lightweight,12,3,0,8,2,1,1,15
19129,Djamil Chan,NETHERLANDS,28.0,Lightweight,12,4,0,9,1,1,1,16
19130,Shintaro Ishiwatari,JAPAN,33.0,Bantamweight,25,7,4,9,4,1,1,36
19144,Carmelo Marrero,USA,37.0,Light Heavyweight,5,4,0,0,0,1,2,9
19154,Iuri Silva Leal,BRAZIL,35.0,Welterweight,1,2,0,0,0,1,2,3
19174,David Perron,CANADA,37.0,Middleweight,1,3,0,0,1,1,2,4
19180,Gerzan Chaw,USA,30.0,Featherweight,3,6,0,0,1,1,2,9
19184,Yukinari Tamura,JAPAN,37.0,Lightweight,3,5,0,0,1,1,2,8
19188,Anselmo Luna,USA,33.0,Lightweight,3,4,0,0,1,1,2,7
19190,Kenneth Seegrist,USA,37.0,Middleweight,1,4,0,0,1,1,2,5
19192,Joe Cronin,USA,36.0,Welterweight,1,6,0,0,1,1,2,7
19193,CJ Fernandes,USA,40.0,Welterweight,1,3,2,0,1,1,2,6
19194,Luis Melo Jr.,BRAZIL,37.0,Welterweight,2,5,0,0,1,1,2,7
19198,Angela Hayes,USA,44.0,Women's Bantamweight,1,5,0,0,1,1,2,6
19200,Kailin Curran,USA,27.0,Women's Strawweight,4,6,0,0,1,1,2,10
19215,Krzysztof Kulak,POLAND,37.0,Lightweight,3,10,0,0,3,1,2,13
19217,Todd Chattelle,USA,39.0,Welterweight,1,6,0,0,3,1,2,7
19220,Dominic Clark,USA,32.0,Lightweight,1,8,0,0,5,1,2,9
19239,Rashid Abdullah,USA,32.0,Lightweight,2,6,0,1,2,1,2,8
19245,Michal Kita,POLAND,38.0,Heavyweight,4,8,0,1,6,1,2,12
19247,Rob Sinclair,ENGLAND,38.0,Lightweight,13,5,0,10,0,1,2,18
19248,Chidi Njokuani,USA,29.0,Middleweight,18,5,0,10,3,1,2,23
19249,Edson Barboza,BRAZIL,32.0,Lightweight,19,6,0,11,2,1,2,25
19250,Thiago Santos,BRAZIL,34.0,Middleweight,17,6,0,12,3,1,2,23
19251,Rameau Thierry Sokoudjou,AFRICA,34.0,Heavyweight,19,18,0,13,13,1,2,37
19252,Brett Rogers,USA,37.0,Heavyweight,16,10,0,13,3,1,2,26
19253,Rodrigo Cavalheiro,BRAZIL,35.0,Welterweight,18,6,0,14,2,1,2,24
19254,Joshua Aveles,USA,30.0,Lightweight,26,11,2,19,2,1,2,39
19256,Jason Black,USA,45.0,Lightweight,5,3,1,2,0,1,2,9
19257,Graham Park,CANADA,29.0,Middleweight,3,2,0,2,0,1,2,5
19258,Davin Clark,USA,35.0,Light Heavyweight,5,3,2,2,1,1,2,10
19259,Pete Martin,USA,31.0,Lightweight,5,4,0,2,1,1,2,9
19260,Beslan Isaev,RUSSIA,34.0,Welterweight,5,4,0,2,1,1,2,9
19262,Luis Gomez,USA,23.0,Featherweight,6,2,0,3,0,1,2,8
19269,Joey Miolla,USA,33.0,Bantamweight,9,3,0,4,0,1,2,12
19270,Tito Jones,USA,36.0,Bantamweight,11,8,0,4,0,1,2,19
19271,Rany Saadeh,GERMANY,25.0,Flyweight,10,2,0,4,0,1,2,12
19272,Shelton Graves,USA,32.0,Heavyweight,7,3,0,4,0,1,2,10
19273,Jasminka Cive,AUSTRIA,36.0,Women's Strawweight,5,2,0,4,0,1,2,7
19275,Yasuhiro Urushitani,JAPAN,41.0,Flyweight,21,7,6,4,1,1,2,34
19277,Justin Patterson,USA,32.0,Welterweight,9,4,0,4,1,1,2,13
19278,Desmond Green,USA,28.0,Lightweight,21,7,0,5,0,1,2,28
19279,Paul Taylor,ENGLAND,38.0,Lightweight,10,7,1,5,0,1,2,18
19280,Rami Hamed,LEBANON,27.0,Welterweight,6,2,0,5,0,1,2,8
19281,Victor Reyna,USA,31.0,Welterweight,7,3,0,5,0,1,2,10
19284,Lukasz Chlewicki,POLAND,39.0,Lightweight,14,8,1,5,2,1,2,23
19286,Takeya Mizugaki,JAPAN,34.0,Bantamweight,22,13,2,5,5,1,2,37
19287,Polo Reyes,MEXICO,33.0,Lightweight,8,4,0,6,2,1,2,12
19288,Yana Kunitskaya,RUSSIA,28.0,Women's Featherweight,10,4,0,7,1,1,2,14
19289,Thiago Perpetuo,BRAZIL,30.0,Welterweight,9,4,1,7,2,1,2,14
19290,Antonio Banuelos,USA,38.0,Flyweight,20,11,1,7,5,1,2,32
19291,Ryan Benoit,USA,28.0,Flyweight,10,5,0,8,0,1,2,15
19292,Tom Watson,ENGLAND,35.0,Middleweight,17,9,0,8,0,1,2,26
19293,Dustin Jacoby,USA,30.0,Middleweight,10,5,0,8,1,1,2,15
19294,Keon Caldwell,USA,28.0,Lightweight,9,4,0,8,2,1,2,13
19296,David Douglas,USA,35.0,Lightweight,9,7,0,8,5,1,2,16
19297,Brian Stann,USA,37.0,Light Heavyweight,12,6,0,9,2,1,2,18
19298,Todd Moore,USA,34.0,Welterweight,16,7,0,9,2,1,2,23
19300,J.P. Reese,USA,37.0,Featherweight,3,5,0,0,0,1,3,8
19305,Jason Ireland,USA,38.0,Lightweight,1,4,0,0,0,1,3,5
19309,John Kolosci,USA,43.0,Welterweight,1,4,0,0,0,1,3,5
19314,Ali Maclean,NORTHERN IRELAND,28.0,Lightweight,2,5,0,0,1,1,3,7
19322,Kyle Baker,USA,37.0,Lightweight,1,5,0,0,1,1,3,6
19338,Joe Schilling,USA,34.0,Middleweight,2,5,0,1,1,1,3,7
19339,Romario Manoel da Silva,BRAZIL,37.0,Welterweight,2,5,0,1,1,1,3,7
19342,Justin Guthrie,USA,37.0,Middleweight,3,5,0,1,2,1,3,8
19348,Chad Griggs,USA,40.0,Light Heavyweight,11,3,0,10,0,1,3,14
19349,Sarah Kaufman,CANADA,32.0,Women's Bantamweight,20,4,0,10,0,1,3,24
19350,Aleksei Butorin,RUSSIA,31.0,Middleweight,12,3,0,11,0,1,3,15
19352,Alexei Kudin,BELARUS,33.0,Heavyweight,23,11,1,17,1,1,3,35
19353,Conor McGregor,IRELAND,29.0,Lightweight,21,3,0,18,0,1,3,24
19357,Mauricio Rua,BRAZIL,36.0,Light Heavyweight,25,10,0,20,4,1,3,35
19358,Jason Young,ENGLAND,31.0,Featherweight,9,6,0,3,1,1,3,15
19359,Amanda Bell,USA,29.0,Women's Featherweight,5,5,0,3,1,1,3,10
19362,Joseph Sandoval,USA,32.0,Bantamweight,7,7,0,3,4,1,3,14
19364,Mukai Maromo,ZIMBABWE,35.0,Lightweight,8,4,0,4,0,1,3,12
19366,C.J. Leveque,USA,33.0,Heavyweight,8,8,0,4,5,1,3,16
19368,Justin Scoggins,USA,26.0,Flyweight,11,4,0,6,0,1,3,15
19370,Al Iaquinta,USA,31.0,Lightweight,13,4,1,7,0,1,3,18
19371,Clint Hester,USA,31.0,Light Heavyweight,11,6,0,7,2,1,3,17
19372,Aziz Karaoglu,GERMANY,41.0,Middleweight,9,7,0,8,2,1,3,16
19373,Anthony Hamilton,USA,38.0,Heavyweight,15,9,0,8,4,1,3,24
19375,Sam Stout,CANADA,34.0,Lightweight,20,12,1,9,3,1,3,33
19376,Dave Morgan,USA,33.0,Flyweight,5,4,0,0,0,1,4,9
19393,Mitch Whitesel,USA,36.0,Welterweight,1,12,0,0,4,1,4,13
19395,Jon Kirk,USA,39.0,Middleweight,1,9,0,0,5,1,4,10
19396,Daniel McWilliams,USA,35.0,Welterweight,2,11,0,0,7,1,4,13
19397,Amanda Cooper,USA,26.0,Women's Strawweight,3,4,0,1,0,1,4,7
19399,Yves Jabouin,CANADA,39.0,Bantamweight,20,11,0,11,5,1,4,31
19400,Seth Petruzelli,USA,38.0,Light Heavyweight,14,8,0,12,3,1,4,22
19404,Arlene Blencowe,AUSTRALIA,35.0,Women's Featherweight,10,7,0,5,0,1,4,17
19405,Ricardo Funch,BRAZIL,37.0,Welterweight,9,6,0,5,1,1,4,15
19406,Yuki Yamamoto,JAPAN,30.0,Lightweight,6,7,3,5,2,1,4,16
19407,Cheick Kone,FRANCE,34.0,Middleweight,15,6,0,7,2,1,4,21
19408,Drew McFedries,USA,39.0,Middleweight,10,7,0,8,2,1,4,17
19410,Artiom Damkovsky,BELARUS,34.0,Lightweight,22,11,0,9,2,1,4,33
19414,Eric DaVila,USA,41.0,Welterweight,3,7,0,1,0,1,5,10
19415,Bill Mahood,CANADA,51.0,Light Heavyweight,2,6,0,1,1,1,5,8
19416,Kotetsu Boku,JAPAN,41.0,Featherweight,26,12,2,13,1,1,5,40
19418,Robbie Lawler,USA,36.0,Welterweight,28,12,0,20,2,1,5,40
19424,Jeremy Kimball,USA,27.0,Light Heavyweight,15,7,0,11,1,1,6,22
19427,Bryan Goldsby,USA,36.0,Bantamweight,17,16,0,10,2,1,7,33
19428,Spencer Higa,USA,30.0,Featherweight,4,7,0,2,0,1,7,11
19431,Peter Graham,AUSTRALIA,42.0,Heavyweight,11,10,0,9,0,1,8,21
19434,Bruce Boyington,USA,39.0,Lightweight,14,11,0,8,1,1,9,25
19437,Jimy Hettes,USA,31.0,Featherweight,11,3,0,0,2,10,0,14
19438,Jussier Formiga,BRAZIL,33.0,Flyweight,21,5,0,0,2,10,0,26
19439,Luke Harris,CANADA,40.0,Middleweight,10,3,0,0,3,10,0,13
19440,Brandon Moreno,MEXICO,24.0,Flyweight,14,5,0,1,0,10,0,19
19441,Dave Jansen,USA,38.0,Lightweight,20,4,0,1,0,10,0,24
19442,Michel Prazeres,BRAZIL,36.0,Welterweight,25,2,0,1,0,10,0,27
19443,Guram Gugenishvili,GEORGIA,31.0,Heavyweight,12,2,0,1,2,10,0,14
19444,Patricio Freire,BRAZIL,30.0,Featherweight,26,4,0,10,1,10,0,30
19445,Leandro Silva,BRAZIL,32.0,Lightweight,21,7,1,2,0,10,0,29
19447,Yusup Saadulaev,RUSSIA,33.0,Flyweight,15,4,1,2,2,10,0,20
19448,Paulo Thiago,BRAZIL,37.0,Middleweight,18,10,0,2,3,10,0,28
19450,Kyle Watson,USA,38.0,Lightweight,13,8,1,2,4,10,0,22
19451,Eric Marriott,USA,32.0,Featherweight,22,8,0,3,0,10,0,30
19452,Paulo Filho,BRAZIL,40.0,Middleweight,23,6,3,3,0,10,0,32
19453,Chas Skelly,USA,33.0,Featherweight,17,3,0,3,1,10,0,20
19454,Shinji Sasaki,JAPAN,38.0,Lightweight,16,10,3,3,4,10,0,29
19455,John Teixeira,BRAZIL,31.0,Featherweight,21,3,2,4,0,10,0,26
19456,Adam Townsend,USA,29.0,Welterweight,19,5,0,4,0,10,0,24
19457,Edson Berto,USA,34.0,Lightweight,17,11,1,4,4,10,0,29
19458,Kairat Akhmetov,KAZAKHSTAN,30.0,Flyweight,21,2,0,5,0,10,0,23
19459,Anthony Perosh,AUSTRALIA,46.0,Light Heavyweight,15,10,0,5,7,10,0,25
19460,Micah Miller,USA,31.0,Featherweight,20,8,0,6,1,10,0,28
19461,Josh Thomson,USA,39.0,Lightweight,22,9,0,6,2,10,0,31
19462,Wilson Reis,BRAZIL,33.0,Flyweight,22,9,0,0,3,10,1,31
19463,Marvin Blumer,USA,36.0,Bantamweight,11,6,0,1,1,10,1,17
19464,Douglas Lima,BRAZIL,30.0,Welterweight,29,7,0,13,1,10,1,36
19465,Kyung Ho Kang,KOREA,30.0,Bantamweight,14,7,0,2,1,10,1,21
19466,Boris Polejay,UKRAINE,25.0,Middleweight,18,6,1,2,1,10,1,25
19468,Leandro Higo,BRAZIL,29.0,Bantamweight,18,4,0,3,1,10,1,22
19469,Ryan Spann,USA,26.0,Light Heavyweight,14,5,0,3,2,10,1,19
19470,Zak Ottow,USA,31.0,Welterweight,16,5,0,3,2,10,1,21
19471,Raphael Assuncao,BRAZIL,35.0,Bantamweight,26,5,0,4,1,10,1,31
19472,Joseph Duffy,IRELAND,30.0,Lightweight,16,3,0,4,1,10,1,19
19473,Brad Wheeler,ENGLAND,27.0,Welterweight,16,12,0,4,4,10,1,28
19474,Travis Marx,USA,40.0,Bantamweight,21,5,0,5,1,10,1,26
19475,Adrian Pang,AUSTRALIA,40.0,Lightweight,22,12,2,5,2,10,1,36
19476,Peter Sobotta,GERMANY,31.0,Welterweight,17,6,1,5,2,10,1,24
19477,Cole Escovedo,USA,36.0,Bantamweight,17,9,0,6,4,10,1,26
19478,Marcus Vanttinen,FINLAND,30.0,Light Heavyweight,24,7,0,8,2,10,1,31
19479,Michael Chiesa,USA,30.0,Lightweight,14,3,0,0,1,10,2,17
19480,Jorge Gurgel,BRAZIL,41.0,Lightweight,14,10,0,0,2,10,2,24
19481,Josh Machan,CANADA,31.0,Featherweight,12,4,0,1,2,10,2,16
19482,Vyacheslav Vasilevsky,RUSSIA,30.0,Middleweight,31,6,0,12,1,10,2,37
19484,Mac Danzig,USA,38.0,Lightweight,21,12,1,5,2,10,2,34
19485,Joe Soto,USA,31.0,Bantamweight,18,7,0,5,4,10,2,25
19486,Gabriel Benitez,MEXICO,30.0,Featherweight,21,7,0,7,2,10,2,28
19487,Ivan Menjivar,EL SALVADOR,36.0,Featherweight,25,12,0,9,1,10,2,37
19489,Kurt Pellegrino,USA,39.0,Lightweight,16,7,0,2,1,10,3,23
19490,Roan Carneiro,BRAZIL,40.0,Welterweight,21,12,0,2,4,10,3,33
19491,Shannon Gugerty,USA,36.0,Lightweight,14,7,0,4,1,10,3,21
19492,Emanuel Newton,USA,34.0,Light Heavyweight,26,13,1,4,2,10,3,40
19494,Jim Wallhead,ENGLAND,34.0,Welterweight,29,11,0,11,2,10,4,40
19495,Tatsuya Kawajiri,JAPAN,40.0,Catchweight,36,12,2,12,3,10,4,50
19496,Walel Watson,USA,33.0,Bantamweight,13,8,0,3,1,10,4,21
19497,Leonard Garcia,USA,38.0,Featherweight,18,13,1,5,0,10,4,32
19498,Masanori Kanehara,JAPAN,35.0,Bantamweight,25,13,5,8,4,10,4,43
19499,John Mahlow,USA,37.0,Lightweight,13,14,0,0,3,10,5,27
19500,Brad Pickett,ENGLAND,39.0,Catch Weight,25,14,0,7,3,10,5,39
19502,Seth Baczynski,USA,36.0,Welterweight,20,14,0,8,4,10,5,34
19503,Gregory Babene,FRANCE,34.0,Middleweight,19,11,0,6,2,10,6,30
19506,Javier Vazquez,USA,40.0,Featherweight,16,5,0,0,0,11,0,21
19507,Yan Cabral,BRAZIL,35.0,Lightweight,12,3,0,0,1,11,0,15
19508,Royce Gracie,BRAZIL,51.0,Heavyweight,15,2,2,2,2,11,0,19
19509,Phil de Fries,ENGLAND,32.0,Heavyweight,15,6,0,2,5,11,0,21
19510,Gunnar Nelson,ICELAND,29.0,Welterweight,16,3,1,4,1,11,0,20
19511,Demetrious Johnson,USA,31.0,Flyweight,27,2,1,5,0,11,0,30
19512,Mansour Barnaoui,FRANCE,25.0,Lightweight,17,4,0,5,0,11,0,21
19513,Fabricio Werdum,BRAZIL,40.0,Heavyweight,23,8,1,6,3,11,0,32
19514,Chad Robichaux,USA,42.0,Bantamweight,13,2,0,1,1,11,1,15
19515,Quinn Mulhern,USA,33.0,Lightweight,18,4,0,3,1,11,1,22
19516,Karo Parisyan,USA,35.0,Welterweight,24,11,0,3,6,11,1,35
19517,Vanessa Porto,BRAZIL,34.0,Women's Flyweight,20,8,0,4,2,11,1,28
19518,Damian Grabowski,POLAND,38.0,Heavyweight,20,5,0,6,2,11,1,25
19519,Lyle Beerbohm,USA,39.0,Lightweight,22,3,0,8,0,11,1,25
19521,Xian Ji,CHINA,30.0,Bantamweight,12,2,0,0,0,11,2,14
19522,Mitch Gagnon,CANADA,33.0,Bantamweight,12,4,0,0,0,11,2,16
19523,Daniel Madrid,USA,34.0,Middleweight,13,5,0,1,2,11,2,18
19524,Alex Enlund,ENGLAND,31.0,Featherweight,14,3,0,2,0,11,2,17
19525,JC Cottrell,USA,28.0,Lightweight,17,5,0,2,2,11,2,22
19526,Benson Henderson,USA,34.0,Lightweight,25,8,0,3,1,11,2,33
19527,Eiji Mitsuoka,JAPAN,42.0,Featherweight,18,9,2,3,3,11,2,29
19528,Viktor Nemkov,RUSSIA,31.0,Light Heavyweight,25,6,0,4,1,11,2,31
19530,Zak Cummings,USA,33.0,Welterweight,21,6,0,5,0,11,2,27
19531,Ronnie Mann,ENGLAND,31.0,Featherweight,25,10,1,5,2,11,2,36
19533,Nik Lentz,USA,33.0,Lightweight,28,9,2,7,2,11,2,39
19535,Colin Fletcher,ENGLAND,35.0,Welterweight,16,9,0,1,1,11,3,25
19536,John DeVall,USA,32.0,Featherweight,14,9,0,2,3,11,3,23
19537,Gegard Mousasi,NETHERLANDS,32.0,Middleweight,44,6,2,25,1,11,3,52
19538,Kajan Johnson,CANADA,34.0,Lightweight,23,11,1,5,4,11,3,35
19539,Francis Carmont,FRANCE,36.0,Light Heavyweight,25,12,0,6,3,11,3,37
19541,Bart Palaszewski,USA,35.0,Featherweight,36,17,0,17,1,11,4,53
19543,Anthony Smith,USA,29.0,Light Heavyweight,29,13,0,15,7,11,5,42
19544,Jamie Varner,USA,33.0,Lightweight,21,11,1,7,2,11,5,33
19545,Derrick Krantz,USA,30.0,Welterweight,21,10,0,8,2,11,5,31
19546,Lisa Ellis,USA,35.0,Women's Strawweight,15,11,0,0,1,11,8,26
19547,Francisco France,USA,35.0,Middleweight,13,5,1,0,4,12,0,19
19548,Allan Nascimento,BRAZIL,26.0,Flyweight,16,4,0,1,0,12,0,20
19549,Marat Gafurov,UKRAINE,33.0,Featherweight,16,1,0,1,1,12,0,17
19550,Marcin Bandel,POLAND,28.0,Lightweight,13,4,1,1,3,12,0,18
19552,Takasuke Kume,JAPAN,33.0,Lightweight,21,4,4,3,0,12,0,29
19553,Tomasz Narkun,POLAND,28.0,Catch Weight,15,2,0,3,1,12,0,17
19554,Tiequan Zhang,CHINA,39.0,Lightweight,15,4,0,3,1,12,0,19
19555,Demian Maia,BRAZIL,40.0,Welterweight,25,9,0,3,1,12,0,34
19556,Tara LaRosa,USA,40.0,Women's Flyweight,21,5,0,3,1,12,0,26
19557,Dileno Lopes,BRAZIL,33.0,Bantamweight,18,3,0,4,1,12,0,21
19558,Erick Silva,BRAZIL,34.0,Welterweight,19,9,0,4,4,12,0,28
19560,Michal Materla,POLAND,34.0,Catch Weight,26,6,0,8,4,12,0,32
19561,Jeremy Spoon,USA,33.0,Featherweight,20,4,0,1,1,12,1,24
19562,Attila Vegh,SLOVAKIA,32.0,Light Heavyweight,31,8,2,10,2,12,1,41
19563,Damon Jackson,USA,29.0,Featherweight,15,2,1,2,1,12,1,18
19564,Terry Etim,ENGLAND,32.0,Lightweight,16,5,0,2,1,12,1,21
19565,Vinny Magalhaes,BRAZIL,33.0,Light Heavyweight,15,9,0,2,2,12,1,24
19566,Jake Shields,USA,39.0,Welterweight,32,9,1,3,2,12,1,42
19567,Nate Diaz,USA,33.0,Welterweight,19,11,0,4,1,12,1,30
19568,Hatsu Hioki,JAPAN,34.0,Featherweight,29,11,2,4,3,12,1,42
19569,Alexandre Bezerra,BRAZIL,30.0,Featherweight,20,5,0,5,0,12,1,25
19570,Jose Caceres,USA,31.0,Welterweight,14,7,0,1,1,12,2,21
19571,Ulka Sasaki,JAPAN,28.0,Flyweight,21,5,2,2,1,12,2,28
19572,Ben Rothwell,USA,36.0,Heavyweight,36,10,0,21,4,12,2,46
19573,Norman Parke,NORTHERN IRELAND,31.0,Lightweight,24,6,1,4,0,12,2,31
19574,Sean McCorkle,USA,41.0,Heavyweight,17,6,0,4,3,12,2,23
19575,Mikhail Zayats,RUSSIA,36.0,Light Heavyweight,24,8,0,4,3,12,2,32
19576,Gabe Ruediger,USA,40.0,Lightweight,17,8,0,4,5,12,2,25
19577,Joe Taimanglo,GUAM,33.0,Bantamweight,24,8,1,5,2,12,2,33
19579,Luis Santos,BRAZIL,38.0,Welterweight,64,10,1,36,4,12,3,75
19580,David Burrow,USA,26.0,Welterweight,14,8,0,2,2,12,4,22
19581,Frodo Khasbulaev,RUSSIA,31.0,Featherweight,21,5,0,6,0,12,4,26
19582,Brian Cobb,USA,37.0,Catch Weight,20,9,0,3,2,12,5,29
19583,Lee Chadwick,ENGLAND,33.0,Middleweight,21,13,1,4,4,12,5,35
19585,Ryan Jensen,USA,40.0,Middleweight,19,8,0,7,2,12,6,27
19586,Brian Foster,USA,34.0,Lightweight,28,10,0,15,2,12,8,38
19587,Nick Mamalis,USA,32.0,Bantamweight,28,13,0,9,2,12,8,41
19588,Jorge Santiago,BRAZIL,37.0,Welterweight,25,12,0,10,6,13,0,37
19590,Sean Santella,USA,33.0,Flyweight,18,6,1,0,1,13,0,25
19591,TJ Waldburger,USA,30.0,Welterweight,16,9,0,1,7,13,0,25
19592,Jason Knight,USA,25.0,Featherweight,20,5,0,3,1,13,0,25
