,fighter,country,age,weightClass,wins,loses,draws,tko wins,tko lose,subs win,subs lose,total
20949,Danny Castillo,USA,38.0,Lightweight,17,10,0,6,3,4,2,27
20950,Andre Ewell,USA,30.0,Bantamweight,13,4,0,7,0,4,2,17
20951,Josh Samman,USA,30.0,Middleweight,12,4,0,7,1,4,2,16
20952,Musa Khamanaev,RUSSIA,30.0,Lightweight,18,5,0,7,2,4,2,23
20953,Chris Horodecki,CANADA,30.0,Featherweight,21,6,1,7,3,4,2,28
20954,Randy Couture,USA,55.0,Light Heavyweight,19,11,0,7,7,4,2,30
20956,Magomed Mustafaev,RUSSIA,29.0,Lightweight,13,2,0,9,0,4,2,15
20957,Kenny Garner,USA,43.0,Heavyweight,16,10,0,9,4,4,2,26
20958,Keith Berry,USA,30.0,Middleweight,15,13,1,9,8,4,2,29
20959,Aaron Davis,USA,41.0,Light Heavyweight,7,7,0,0,4,4,3,14
20961,Amber Brown,USA,29.0,Women's Atomweight,7,4,0,1,0,4,3,11
20963,Alex Oliveira,BRAZIL,30.0,Welterweight,18,5,1,11,1,4,3,24
20964,John Lineker,BRAZIL,28.0,Bantamweight,31,8,0,14,0,4,3,39
20965,Josenaldo Silva,BRAZIL,31.0,Bantamweight,25,6,0,15,2,4,3,31
20966,Sara McMann,USA,37.0,Women's Bantamweight,11,5,0,2,1,4,3,16
20967,Marco Beltran,MEXICO,32.0,Flyweight,8,6,0,2,2,4,3,14
20968,Marinho Moreira da Rocha,BRAZIL,35.0,Welterweight,28,7,0,21,2,4,3,35
20969,Nathan Coy,USA,39.0,Welterweight,15,7,0,3,2,4,3,22
20970,Alexander Jacobsen,NORWAY,30.0,Lightweight,9,3,0,4,0,4,3,12
20973,Luciano Dos Santos,BRAZIL,35.0,Featherweight,10,8,0,4,2,4,3,18
20974,Anthony Christodoulou,GREECE,30.0,Lightweight,12,7,0,4,2,4,3,19
20976,Hoon Kim,SOUTH KOREA,38.0,Welterweight,9,11,2,4,5,4,3,22
20977,Sean Soriano,USA,28.0,Lightweight,11,5,0,5,1,4,3,16
20978,Bruno Carvalho,BRAZIL,36.0,Lightweight,11,6,0,5,1,4,3,17
20980,Clay Harvison,USA,37.0,Lightweight,13,6,0,6,2,4,3,19
20981,Josh Koscheck,USA,40.0,Welterweight,17,11,0,6,4,4,3,28
20982,Michael Kuiper,NETHERLANDS,29.0,Welterweight,12,4,0,7,0,4,3,16
20985,Stephen Banaszak,USA,27.0,Featherweight,5,5,0,1,1,4,4,10
20986,Dan Hardy,ENGLAND,36.0,Welterweight,25,10,0,12,1,4,4,35
20988,Tim Means,USA,34.0,Welterweight,27,10,1,18,1,4,4,38
20989,Emilio Chavez,USA,31.0,Featherweight,11,9,0,2,1,4,4,20
20990,Erick Montano,MEXICO,32.0,Welterweight,7,5,0,2,1,4,4,12
20991,Jeremy Petley,ENGLAND,33.0,Lightweight,12,8,1,2,3,4,4,21
20992,Tim Sylvia,USA,42.0,Heavyweight,31,10,0,20,3,4,4,41
20993,Rasul Yakhyaev,RUSSIA,27.0,Lightweight,11,7,0,3,0,4,4,18
20994,Cody Pfister,USA,27.0,Lightweight,13,6,1,4,0,4,4,20
20996,George Roop,USA,36.0,Featherweight,15,13,1,4,5,4,4,29
20998,Ben Alloway,AUSTRALIA,37.0,Welterweight,13,7,0,6,1,4,4,20
21001,Alvin Robinson,USA,35.0,Featherweight,5,8,0,0,3,4,5,13
21003,Travis Doerge,USA,45.0,Welterweight,5,9,0,1,4,4,5,14
21004,Mike Kyle,USA,38.0,Heavyweight,23,15,1,15,6,4,5,39
21005,Willie Gates,USA,31.0,Flyweight,12,8,0,5,2,4,5,20
21006,Toshikatsu Harada,JAPAN,35.0,Lightweight,11,12,2,6,6,4,5,25
21007,Sam Sicilia,USA,32.0,Featherweight,16,9,0,8,2,4,5,25
21008,Kevin Brooks,USA,40.0,Heavyweight,14,12,0,9,7,4,5,26
21009,Josh Diekmann,USA,41.0,Heavyweight,15,8,0,11,1,4,6,23
21010,Tony Hervey,USA,32.0,Lightweight,16,16,0,11,1,4,6,32
21012,Kevin Randleman,USA,46.0,Light Heavyweight,17,16,0,5,4,4,8,33
21013,Jens Pulver,USA,43.0,Bantamweight,27,19,1,14,8,4,9,47
21014,Aleksei Oleinik,RUSSIA,41.0,Heavyweight,56,11,1,6,5,46,2,68
21015,Chris Holdsworth,USA,30.0,Bantamweight,6,0,0,0,0,5,0,6
21016,Jordan Young,USA,23.0,Middleweight,7,0,0,0,0,5,0,7
21017,Kanna Asakura,JAPAN,20.0,Women's Atomweight,12,2,0,0,0,5,0,14
21019,Tom Marcellino,USA,34.0,Lightweight,9,5,0,0,1,5,0,14
21020,Andy Enz,USA,26.0,Middleweight,7,3,0,0,1,5,0,10
21021,Clarence Jordan,USA,29.0,Welterweight,10,4,1,0,1,5,0,15
21024,Joe Murphy,USA,30.0,Bantamweight,8,4,0,1,0,5,0,12
21026,Jorge Calvo,COSTA RICA,26.0,Flyweight,10,2,0,1,0,5,0,12
21027,Marcel Fortuna,BRAZIL,32.0,Light Heavyweight,9,3,0,1,0,5,0,12
21028,Kenneth Bergh,NORWAY,29.0,Light Heavyweight,6,0,0,1,0,5,0,6
21029,Chris Feist,USA,34.0,Lightweight,8,1,0,1,0,5,0,9
21032,Ackson Junior,BRAZIL,35.0,Welterweight,6,0,0,1,0,5,0,6
21033,Maryna Moroz,SWEDEN,26.0,Women's Strawweight,8,3,0,1,0,5,0,11
21034,Bruno Frazatto,BRAZIL,33.0,Bantamweight,7,2,0,1,1,5,0,9
21035,Stephen Bass,USA,35.0,Featherweight,10,2,0,1,1,5,0,12
21036,Phillipe Nover,USA,34.0,Featherweight,11,8,1,1,1,5,0,20
21037,John-Olav Einemo,NORWAY,42.0,Heavyweight,6,3,0,1,1,5,0,9
21038,Andrew McInnes,CANADA,33.0,Welterweight,7,1,0,1,1,5,0,8
21039,Tarec Saffiedine,BELGIUM,31.0,Welterweight,16,7,0,1,1,5,0,23
21040,Mike Mucitelli,USA,34.0,Light Heavyweight,7,3,0,1,2,5,0,10
21041,Ryan Dickson,CANADA,28.0,Welterweight,6,4,0,1,2,5,0,10
21042,Augusto Montano,MEXICO,33.0,Welterweight,15,3,0,10,1,5,0,18
21043,Rory Markham,USA,36.0,Welterweight,16,6,0,11,6,5,0,22
21044,Roy Nelson,USA,42.0,Heavyweight,23,15,0,14,2,5,0,38
21046,Brett Johns,WALES,26.0,Bantamweight,15,1,0,2,0,5,0,16
21048,Rafael Lovato Jr.,USA,34.0,Catchweight,8,0,0,2,0,5,0,8
21050,Geane Herrera,USA,28.0,Flyweight,9,3,0,2,0,5,0,12
21051,Eric Shelton,USA,27.0,Flyweight,11,5,0,2,0,5,0,16
21052,Justin Ledet,USA,29.0,Light Heavyweight,9,0,0,2,0,5,0,9
21053,Thiago Moises,BRAZIL,23.0,Lightweight,10,2,0,2,0,5,0,12
21054,Lewis Gonzales,USA,30.0,Lightweight,9,0,0,2,0,5,0,9
21055,Jonavin Webb,USA,29.0,Welterweight,10,2,0,2,0,5,0,12
21057,Talita Nogueira,BRAZIL,32.0,Women's Featherweight,7,0,0,2,0,5,0,7
21058,Magomed Bibulatov,RUSSIA,29.0,Flyweight,14,1,0,2,1,5,0,15
21059,Jarred Brooks,USA,25.0,Flyweight,13,2,0,2,1,5,0,15
21060,Joseph Morales,USA,23.0,Flyweight,9,1,0,2,1,5,0,10
21061,Eliot Marshall,USA,37.0,Light Heavyweight,11,3,0,2,1,5,0,14
21062,Frankie Perez,USA,29.0,Lightweight,10,4,0,2,1,5,0,14
21063,Claudio Puelles,PERU,22.0,Lightweight,8,2,0,2,1,5,0,10
21064,Marcelo Brito,BRAZIL,40.0,Middleweight,13,8,0,2,1,5,0,21
21065,Mats Nilsson,SWEDEN,34.0,Welterweight,11,4,1,2,1,5,0,16
21069,Lewis Gonzalez,USA,30.0,Welterweight,10,3,0,2,2,5,0,13
21070,Matt Serra,USA,44.0,Welterweight,11,7,0,2,2,5,0,18
21071,Fabio Mello,USA,42.0,Featherweight,11,8,0,2,3,5,0,19
21072,Julien Boussuge,FRANCE,36.0,Lightweight,10,4,0,2,3,5,0,14
21073,Kelvin Tiller,USA,28.0,Heavyweight,9,1,0,3,0,5,0,10
21075,Luca Iovine,ITALY,30.0,Bantamweight,12,2,0,3,1,5,0,14
21077,James Vick,USA,31.0,Lightweight,13,1,0,3,1,5,0,14
21078,Frank Shamrock,USA,45.0,Catch Weight,9,3,0,3,2,5,0,12
21079,Ayaka Hamasaki,JAPAN,36.0,Women's Atomweight,15,2,0,3,2,5,0,17
21080,Daniel Kelly,AUSTRALIA,40.0,Middleweight,13,4,0,3,3,5,0,17
21081,Phil Davis,USA,33.0,Light Heavyweight,19,4,0,4,0,5,0,23
21082,Justin Jones,USA,30.0,Light Heavyweight,9,2,0,4,0,5,0,11
21083,Jon Tuck,GUAM,33.0,Lightweight,10,4,0,4,0,5,0,14
21084,Martin Bravo,MEXICO,24.0,Featherweight,11,1,0,4,1,5,0,12
21085,Islam Makhachev,RUSSIA,26.0,Lightweight,15,1,0,4,1,5,0,16
21089,Nick Penner,CANADA,38.0,Light Heavyweight,11,3,0,4,2,5,0,14
21090,Luka Jelcic,CROATIA,29.0,Lightweight,10,3,0,4,2,5,0,13
21091,Matt Wiman,USA,34.0,Lightweight,16,7,0,4,2,5,0,23
21093,Ricardo Romero,USA,40.0,Light Heavyweight,11,4,0,4,3,5,0,15
21095,Danny Henry,SCOTLAND,29.0,Featherweight,12,2,0,5,0,5,0,14
21096,Valdrin Istrefi,SWITZERLAND,27.0,Heavyweight,12,2,0,5,0,5,0,14
21097,Gregor Gillespie,USA,31.0,Lightweight,12,0,0,5,0,5,0,12
21098,Maike Linhares,BRAZIL,24.0,Lightweight,13,3,0,5,0,5,0,16
21099,Trevin Giles,USA,25.0,Middleweight,11,0,0,5,0,5,0,11
21101,Oskar Piechota,POLAND,28.0,Middleweight,11,0,1,5,0,5,0,12
21103,Ali Bagautinov,RUSSIA,33.0,Flyweight,17,6,0,5,1,5,0,23
21104,Alex White,USA,29.0,Lightweight,12,4,0,5,1,5,0,16
21105,Caio Alencar,BRAZIL,39.0,Heavyweight,11,3,0,5,2,5,0,14
21107,Ilir Latifi,SWEDEN,34.0,Light Heavyweight,14,5,0,5,3,5,0,19
21108,Danillo Villefort,USA,35.0,Middleweight,14,5,0,5,3,5,0,19
21109,Ricardo Lamas,USA,36.0,Featherweight,18,7,0,5,4,5,0,25
21110,Ben Askren,USA,33.0,Middleweight,18,0,0,6,0,5,0,18
21111,Akihiro Murayama,JAPAN,38.0,Welterweight,19,7,9,6,1,5,0,35
21112,Mario Miranda,BRAZIL,39.0,Middleweight,14,7,0,6,2,5,0,21
21113,Murilo Bustamante,BRAZIL,51.0,Middleweight,15,8,1,6,2,5,0,24
21114,Bruno Carvalho,BRAZIL,36.0,Welterweight,15,10,0,6,5,5,0,25
21115,Deiveson Figueiredo,BRAZIL,30.0,Flyweight,14,0,0,7,0,5,0,14
21116,Alex Lohore,FRANCE,28.0,Welterweight,14,3,0,7,1,5,0,17
21117,Maciej Jewtuszko,POLAND,37.0,Welterweight,12,4,0,7,1,5,0,16
21118,Billy Daniels,USA,25.0,Bantamweight,7,1,0,0,0,5,1,8
21119,Renato Carneiro,BRAZIL,29.0,Featherweight,12,1,1,0,0,5,1,14
21120,Romy Ruyssen,FRANCE,28.0,Featherweight,5,2,0,0,0,5,1,7
21122,Ricardo Almeida,USA,41.0,Welterweight,13,5,0,0,1,5,1,18
21123,Preston Parsons,USA,22.0,Welterweight,5,2,0,0,1,5,1,7
21124,Izabela Badurek,POLAND,26.0,Women's Strawweight,5,3,0,0,1,5,1,8
21126,Derrick Adkins,USA,28.0,Lightweight,10,5,0,0,2,5,1,15
21127,Sarah Schneider,USA,37.0,Women's Bantamweight,6,6,0,0,3,5,1,12
21128,Mark De La Rosa,USA,23.0,Bantamweight,9,1,0,1,0,5,1,10
21129,Darrion Caldwell,USA,30.0,Featherweight,12,1,0,1,0,5,1,13
21132,Pearl Gonzalez,USA,31.0,Women's Flyweight,8,3,0,1,0,5,1,11
21133,Rose Namajunas,USA,25.0,Women's Strawweight,8,3,0,1,0,5,1,11
21136,Robert Radomski,POLAND,34.0,Welterweight,12,5,0,1,1,5,1,17
21137,Takayo Hashi,JAPAN,40.0,Women's Flyweight,16,6,1,1,1,5,1,23
21139,Ron Keslar,USA,38.0,Welterweight,11,8,0,1,4,5,1,19
21140,Yushin Okami,JAPAN,36.0,Welterweight,35,11,0,12,5,5,1,46
21141,Jack Marshman,WALES,28.0,Middleweight,22,7,0,13,4,5,1,29
21142,Dave Courchaine,USA,35.0,Lightweight,20,7,0,13,6,5,1,27
21144,Dave Herman,USA,33.0,Heavyweight,22,6,0,15,4,5,1,28
21145,Anthony Gutierrez,USA,27.0,Bantamweight,7,3,0,2,0,5,1,10
21146,Tyson Pedro,AUSTRALIA,26.0,Light Heavyweight,7,2,0,2,0,5,1,9
21147,Adam Piccolotti,USA,29.0,Lightweight,10,2,0,2,0,5,1,12
21148,Colby Covington,USA,30.0,Welterweight,14,1,0,2,0,5,1,15
21149,Carl Deaton,USA,28.0,Flyweight,8,2,0,2,1,5,1,10
21150,Grzegorz Szulakowski,POLAND,31.0,Lightweight,9,2,0,2,1,5,1,11
21151,Carl Wittstock,USA,32.0,Lightweight,8,3,0,2,1,5,1,11
21152,Faycal Hucin,FRANCE,30.0,Middleweight,11,4,0,2,1,5,1,15
21153,Richardson Morreira,BRAZIL,34.0,Middleweight,7,3,0,2,1,5,1,10
21155,Matt Schnell,USA,28.0,Flyweight,11,4,0,2,2,5,1,15
21156,Joe Proctor,USA,32.0,Welterweight,11,5,0,2,3,5,1,16
21157,Yasubey Enomoto,SWITZERLAND,34.0,Welterweight,17,10,0,2,3,5,1,27
21158,Thiago Santos,BRAZIL,31.0,Heavyweight,11,5,0,2,4,5,1,16
21159,Kemmyelle Haley,USA,28.0,Welterweight,7,5,0,2,4,5,1,12
21162,Joey Gambino,USA,29.0,Featherweight,9,2,0,3,0,5,1,11
21163,Julio Arce,USA,28.0,Featherweight,15,2,0,3,0,5,1,17
21164,Matt Horwich,USA,40.0,Middleweight,9,15,0,3,0,5,1,24
21167,Masio Fullen,MEXICO,31.0,Featherweight,10,6,0,3,1,5,1,16
21170,Carson Beebe,USA,29.0,Bantamweight,15,4,0,3,2,5,1,19
21171,Antonio McKee,USA,48.0,Lightweight,28,7,2,3,2,5,1,37
21173,Charmaine Tweet,CANADA,41.0,Women's Featherweight,9,6,0,3,3,5,1,15
21174,Mark Holata,USA,35.0,Heavyweight,12,5,0,3,4,5,1,17
21175,Louis Smolka,USA,26.0,Flyweight,11,5,0,4,0,5,1,16
21176,Abukar Yandiev,RUSSIA,30.0,Lightweight,9,1,0,4,0,5,1,10
21177,Rustam Khabilov,RUSSIA,31.0,Lightweight,22,3,0,4,0,5,1,25
21178,Yuki Kawana,JAPAN,28.0,Lightweight,14,2,5,4,0,5,1,21
21182,Nicholas Musoke,SWEDEN,32.0,Welterweight,13,5,0,4,1,5,1,18
21183,Adrian Diaz,USA,30.0,Featherweight,11,5,1,4,2,5,1,17
21185,Zach Juusola,USA,30.0,Lightweight,11,4,0,4,2,5,1,15
21186,Buddy Roberts,USA,35.0,Middleweight,12,3,0,4,2,5,1,15
21187,Daniel Swain,USA,27.0,Featherweight,12,6,1,4,3,5,1,19
21189,Li Jingliang,CHINA,30.0,Welterweight,15,5,0,5,0,5,1,20
21190,Gabriel Checco,BRAZIL,32.0,Middleweight,10,3,0,5,1,5,1,13
21191,Bradley Scott,ENGLAND,29.0,Welterweight,11,6,0,5,1,5,1,17
21192,Eddie Yagin,USA,39.0,Featherweight,16,5,1,5,2,5,1,22
21193,Darrell Montague,USA,30.0,Flyweight,13,5,0,5,3,5,1,18
21194,Bakhtiyar Abbasov,AZERBAIJAN,32.0,Welterweight,11,5,0,5,3,5,1,16
21195,Ivan Salaverry,CANADA,47.0,Middleweight,14,9,0,5,4,5,1,23
21197,Kevin Holland,USA,25.0,Middleweight,12,3,0,6,0,5,1,15
21199,Ramiro Hernandez,USA,31.0,Featherweight,18,9,0,6,1,5,1,27
21200,Jason Butcher,USA,33.0,Light Heavyweight,11,3,0,6,1,5,1,14
21201,Stephan Puetz,GERMANY,31.0,Light Heavyweight,15,4,0,6,1,5,1,19
21203,Allan Love,SCOTLAND,34.0,Middleweight,11,5,0,6,1,5,1,16
21204,Jacob Noe,USA,37.0,Light Heavyweight,12,3,0,6,2,5,1,15
21205,D.J. Linderman,USA,34.0,Heavyweight,20,11,0,6,4,5,1,31
21206,Juan Manuel Suarez,SPAIN,39.0,Welterweight,15,9,0,6,5,5,1,24
21207,Daniel Spohn,USA,33.0,Light Heavyweight,17,5,0,7,0,5,1,22
21208,Darrill Schoonover,USA,33.0,Heavyweight,13,6,0,7,2,5,1,19
21209,Danny Roberts,ENGLAND,30.0,Welterweight,15,3,0,7,2,5,1,18
21210,Myles Jury,USA,29.0,Featherweight,17,2,0,8,0,5,1,19
21211,Bobby Brents,USA,36.0,Heavyweight,17,6,0,8,1,5,1,23
21212,Robert Whittaker,AUSTRALIA,27.0,Middleweight,20,4,0,9,1,5,1,24
21213,Max Nunes,SWEDEN,29.0,Middleweight,16,5,0,9,3,5,1,21
21214,Enrique Marin,SPAIN,31.0,Lightweight,8,4,0,0,0,5,2,12
21215,Mads Burnell,DENMARK,24.0,Featherweight,9,3,0,0,1,5,2,12
21216,Mackens Semerzier,USA,37.0,Featherweight,6,4,0,1,0,5,2,10
21217,Saul Almeida,USA,29.0,Featherweight,19,9,0,1,1,5,2,28
21218,Josh Stansbury,USA,33.0,Light Heavyweight,8,4,0,1,1,5,2,12
21220,Dan Stittgen,USA,37.0,Welterweight,7,5,0,1,2,5,2,12
21221,Rick Glenn,USA,29.0,Featherweight,20,5,1,10,0,5,2,26
21222,Marlon Moraes,BRAZIL,30.0,Bantamweight,21,5,1,10,2,5,2,27
21223,Shamil Zavurov,RUSSIA,33.0,Lightweight,35,5,1,11,1,5,2,41
21224,Yuta Watanabe,JAPAN,33.0,Welterweight,19,7,4,11,4,5,2,30
21225,Tomasz Drwal,POLAND,36.0,Middleweight,21,5,1,12,2,5,2,27
21226,Roger Huerta,USA,35.0,Lightweight,23,10,1,12,4,5,2,34
21227,Chris Leben,USA,37.0,Middleweight,22,11,0,12,4,5,2,33
21228,Eddie Alvarez,USA,34.0,Lightweight,29,5,0,18,2,5,2,34
21229,Quinton Jackson,USA,40.0,Heavyweight,37,13,0,18,3,5,2,50
21230,Martin Zawada,GERMANY,34.0,Catch Weight,28,15,1,18,4,5,2,44
21231,Tommy Hayden,USA,32.0,Featherweight,8,2,0,2,0,5,2,10
21232,Bill Algeo,USA,29.0,Featherweight,10,3,0,2,0,5,2,13
21234,Caros Fodor,USA,34.0,Lightweight,11,6,0,2,0,5,2,17
21236,Jadamba Narantungalag,MONGOLIA,42.0,Featherweight,12,5,0,2,2,5,2,17
21237,Lucas Montoya,USA,31.0,Lightweight,8,4,0,2,2,5,2,12
21239,Mirko Filipovic,CROATIA,43.0,Heavyweight,36,11,2,28,6,5,2,49
21240,Will Martinez Jr.,USA,37.0,Featherweight,9,3,1,3,0,5,2,13
21241,Charles Byrd,USA,34.0,Middleweight,10,4,0,3,0,5,2,14
21244,Karen Darabedyan,USA,31.0,Lightweight,13,6,0,3,2,5,2,19
21245,Erick Carlos Silva,BRAZIL,29.0,Catchweight,15,4,0,4,1,5,2,19
21246,Mike Rio,USA,36.0,Lightweight,10,5,0,4,2,5,2,15
21247,Cody Williams,USA,33.0,Bantamweight,10,6,0,4,3,5,2,16
21248,Sheila Gaff,GERMANY,28.0,Women's Bantamweight,9,7,0,4,3,5,2,16
21249,Rafaello Oliveira,BRAZIL,36.0,Lightweight,17,8,0,4,4,5,2,25
21250,Soo Chul Kim,SOUTH KOREA,26.0,Bantamweight,16,5,1,5,0,5,2,22
21251,Andrew Whitney,USA,34.0,Bantamweight,14,5,0,5,0,5,2,19
21252,Jordan Griffin,USA,28.0,Featherweight,14,5,0,5,1,5,2,19
21254,Joachim Christensen,DENMARK,39.0,Light Heavyweight,14,7,0,5,2,5,2,21
21255,Aslambek Saidov,POLAND,34.0,Welterweight,22,5,0,5,2,5,2,27
21257,Sam Oropeza,USA,33.0,Welterweight,11,3,0,6,0,5,2,14
21258,Derek Campos,USA,30.0,Lightweight,19,7,0,6,3,5,2,26
21259,Jose Figueroa,USA,33.0,Welterweight,13,7,0,6,3,5,2,20
21261,Rob Broughton,ENGLAND,35.0,Heavyweight,15,7,1,7,1,5,2,23
21262,Dong Hyun Kim,KOREA,29.0,Lightweight,16,8,3,7,2,5,2,27
21263,Omari Akhmedov,RUSSIA,30.0,Middleweight,17,4,0,7,2,5,2,21
21264,Edgar Garcia,USA,34.0,Welterweight,14,5,0,7,2,5,2,19
21265,Michael Arrant,USA,30.0,Middleweight,15,12,0,7,3,5,2,27
21266,Ross Pearson,ENGLAND,33.0,Lightweight,20,14,0,7,4,5,2,34
21267,Tamdan McCrory,USA,31.0,Middleweight,14,5,0,8,2,5,2,19
21268,Ben Nguyen,USA,29.0,Flyweight,16,7,0,8,5,5,2,23
21269,Tito Ortiz,USA,43.0,Light Heavyweight,19,12,1,8,5,5,2,32
21270,Hector Urbina,USA,30.0,Welterweight,17,10,1,9,6,5,2,28
21274,Lumumba Sayers,USA,39.0,Middleweight,6,3,0,1,0,5,3,9
21275,Motonobu Tezuka,JAPAN,30.0,Bantamweight,20,8,4,1,1,5,3,32
21278,Rodrigo Almeida,BRAZIL,32.0,Featherweight,13,4,0,2,0,5,3,17
21279,Kelly Anundson,USA,33.0,Light Heavyweight,9,3,0,2,0,5,3,12
21280,Daniel Vizcaya,USA,32.0,Middleweight,9,4,0,2,0,5,3,13
21281,Matt Brown,USA,36.0,Flyweight,10,6,0,3,0,5,3,16
21282,Norman Paraisy,FRANCE,31.0,Middleweight,15,6,2,3,0,5,3,23
21283,Takafumi Otsuka,JAPAN,31.0,Bantamweight,24,14,2,3,1,5,3,40
21284,Jon Delos Reyes,GUAM,30.0,Flyweight,8,5,0,3,1,5,3,13
21285,Roxanne Modafferi,USA,35.0,Women's Flyweight,21,14,0,3,1,5,3,35
21287,Karlos Vemola,CZECH REPUBLIC,32.0,Middleweight,10,5,0,4,0,5,3,15
21288,Marcin Wojcik,POLAND,28.0,Heavyweight,11,5,0,4,1,5,3,16
21289,Matt MacGrath,CANADA,38.0,Welterweight,16,9,0,4,3,5,3,25
21292,Valeriu Mircea,MOLDOVA,24.0,Lightweight,13,4,0,5,1,5,3,17
21293,Paul Redmond,IRELAND,31.0,Lightweight,14,7,0,5,2,5,3,21
21294,Charlie Brenneman,USA,37.0,Lightweight,19,8,0,5,4,5,3,27
21295,Johnny Frachey,FRANCE,34.0,Featherweight,18,11,0,5,7,5,3,29
21296,Francisco Trinaldo,BRAZIL,39.0,Lightweight,22,6,0,7,0,5,3,28
21297,Kalindra Faria,BRAZIL,31.0,Women's Flyweight,18,7,1,7,1,5,3,26
21298,Magnus Cedenblad,SWEDEN,36.0,Middleweight,14,5,0,7,2,5,3,19
21299,Anderson Melo,BRAZIL,30.0,Middleweight,12,9,0,7,4,5,3,21
21300,Shingo Suzuki,JAPAN,32.0,Welterweight,13,11,3,7,7,5,3,27
21301,Ray Cooper III,USA,25.0,Welterweight,13,4,0,8,0,5,3,17
21302,Magomed Magomedkerimov,RUSSIA,28.0,Welterweight,18,5,0,9,0,5,3,23
21303,Alejandro Perez,MEXICO,28.0,Bantamweight,20,6,1,9,1,5,3,27
21304,Archie Lowe,USA,29.0,Flyweight,6,7,0,0,3,5,4,13
21305,Tristan Grimsley,USA,33.0,Bantamweight,7,7,0,1,1,5,4,14
21306,Eddie Wineland,USA,33.0,Bantamweight,23,12,1,13,3,5,4,36
21307,Maxim Grishin,RUSSIA,34.0,Light Heavyweight,27,7,0,14,2,5,4,34
21308,Scott Jorgensen,USA,35.0,Bantamweight,15,12,0,2,2,5,4,27
21310,Chris Fields,IRELAND,35.0,Light Heavyweight,12,8,1,6,3,5,4,21
21311,Che Mills,ENGLAND,35.0,Welterweight,16,10,0,8,5,5,4,26
21313,Russell Doane,USA,31.0,Bantamweight,15,8,0,7,0,5,5,23
21314,Alex Caceres,USA,30.0,Featherweight,13,11,0,3,1,5,6,24
21315,Andy DeVent,ENGLAND,40.0,Middleweight,13,11,0,6,2,5,6,24
21317,Anthony Morrison,USA,34.0,Featherweight,19,11,0,9,4,5,7,30
21318,Chael Sonnen,USA,41.0,Heavyweight,30,15,1,7,5,5,9,46
21319,Michinori Tanaka,JAPAN,27.0,Bantamweight,12,3,0,0,0,6,0,15
21320,James Gallagher,IRELAND,21.0,Bantamweight,7,0,0,0,0,6,0,7
21323,Ronaldo Candido de Oliveira,BRAZIL,29.0,Flyweight,6,1,0,0,0,6,0,7
21325,Alex Silva,BRAZIL,35.0,Strawweight,7,2,0,0,0,6,0,9
21326,Ramiz Brahimaj,USA,25.0,Welterweight,6,1,0,0,0,6,0,7
21328,Emi Fujino,JAPAN,37.0,Women's Strawweight,15,10,0,0,1,6,0,25
21330,Gregor Gracie,BRAZIL,31.0,Welterweight,7,4,0,0,2,6,0,11
21331,Ireneusz Cholewa,POLAND,36.0,Middleweight,10,8,3,0,4,6,0,21
21332,Taylor Lapilus,FRANCE,26.0,Bantamweight,11,2,0,1,0,6,0,13
21333,Davi Ramos,BRAZIL,31.0,Lightweight,8,2,0,1,0,6,0,10
21334,Yoshitaka Naito,JAPAN,34.0,Strawweight,13,1,0,1,0,6,0,14
21335,Angela Lee,USA,21.0,Women's Atomweight,9,0,0,1,0,6,0,9
21336,Ericka Almeida,BRAZIL,29.0,Women's Strawweight,7,3,0,1,0,6,0,10
21337,Bobby Moffett,USA,28.0,Featherweight,10,3,0,1,1,6,0,13
21338,Roger Gracie,BRAZIL,36.0,Light Heavyweight,8,2,0,1,1,6,0,10
21339,Thiago Alves Cavalcante Rodrigues,BRAZIL,32.0,Lightweight,8,3,0,1,1,6,0,11
21341,Adam Schindler,USA,35.0,Featherweight,10,6,0,1,4,6,0,16
21342,Satoshi Ishii,JAPAN,31.0,Heavyweight,15,7,1,1,4,6,0,23
21343,Bazigit Atajev,RUSSIA,39.0,Light Heavyweight,17,2,0,10,2,6,0,19
21345,Iliarde Santos,BRAZIL,37.0,Flyweight,28,11,1,12,4,6,0,40
21346,Santiago Ponzinibbio,ARGENTINA,31.0,Welterweight,26,3,0,14,2,6,0,29
21347,Anatoly Tokov,RUSSIA,28.0,Middleweight,26,2,0,15,1,6,0,28
21348,Glover Teixeira,BRAZIL,38.0,Light Heavyweight,27,6,0,17,3,6,0,33
21349,Marlon Vera,ECUADOR,25.0,Bantamweight,10,5,1,2,0,6,0,16
21351,Josh Paiva,USA,27.0,Flyweight,9,2,0,2,0,6,0,11
21352,Nick Ring,CANADA,39.0,Middleweight,14,4,0,2,0,6,0,18
21353,Warlley Alves,BRAZIL,27.0,Welterweight,12,2,0,2,0,6,0,14
21354,Marko Kovacevic,SWITZERLAND,28.0,Bantamweight,9,2,0,2,1,6,0,11
21355,Aljamain Sterling,USA,28.0,Bantamweight,15,3,0,2,1,6,0,18
21356,Mickael Lebout,FRANCE,30.0,Lightweight,17,9,2,2,1,6,0,28
21357,Soren Bak,DENMARK,25.0,Lightweight,10,1,0,2,1,6,0,11
21358,Carlos Diego Ferreira,BRAZIL,33.0,Lightweight,13,2,0,2,1,6,0,15
21359,Teemu Packalen,FINLAND,31.0,Lightweight,8,2,0,2,1,6,0,10
21360,Noad Lahat,ISRAEL,34.0,Featherweight,12,3,0,2,2,6,0,15
